"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00295423713978243,0.751522048870397,0.632,0.304,1,"HER2+","MAPK8IP2"
0.00295609455466018,1.41202279474341,0.763,0.435,1,"HER2+","FEZ1"
0.00296004953735619,2.21291941196207,0.789,0.739,1,"HER2+","ZNF83"
0.00296254048593879,2.84920083384512,0.395,0.043,1,"HER2+","RAPGEF1"
0.00296254048593879,1.43128345298804,0.395,0.043,1,"HER2+","HOXB3"
0.00296254048593879,2.92117661322539,0.395,0.043,1,"HER2+","TBL3"
0.00296254048593879,1.51563228224764,0.395,0.043,1,"HER2+","IMMP2L"
0.00296556406150929,1.35979194411431,0.737,0.391,1,"HER2+","KLHL21"
0.00296567816593263,1.664476217739,0.816,0.565,1,"HER2+","GPN2"
0.00296567816593263,2.37558638300462,0.789,0.609,1,"HER2+","BMPR1A"
0.0029682465340876,1.67738016339903,0.921,0.826,1,"HER2+","NKAP"
0.0029789945433228,2.64602783850756,0.763,0.609,1,"HER2+","MIA2"
0.00298521302029668,1.68926027840812,0.763,0.565,1,"HER2+","NUP93"
0.002987721772331,2.72776884839155,0.658,0.304,1,"HER2+","TYK2"
0.00299264896251804,1.75572841713985,0.711,0.391,1,"HER2+","LCMT2"
0.00299736321022075,2.26031361053972,0.579,0.304,1,"HER2+","FKTN"
0.00301450376655608,1.13276356836179,0.684,0.348,1,"HER2+","TRIM11"
0.00301450376655608,1.48635630987399,0.658,0.391,1,"HER2+","CIART"
0.00301932013693436,0.492620423317138,0.579,0.174,1,"HER2+","OR5AN1"
0.00301932013693436,0.627110711233131,0.553,0.217,1,"HER2+","ARHGEF26"
0.00302522933678295,1.03038488882565,0.421,0.043,1,"HER2+","AGAP3"
0.00302527036448559,1.72488458376961,0.895,0.652,1,"HER2+","ZNF37A"
0.00303031573366097,1.97272785871806,0.737,0.478,1,"HER2+","RNF168"
0.00304725209766169,2.51323920380071,0.526,0.174,1,"HER2+","B3GALNT1"
0.00304740241194389,2.85947543154223,0.421,0.087,1,"HER2+","AREG"
0.00304740241194389,3.74957824891916,0.421,0.087,1,"HER2+","FOXA1"
0.00304740241194389,1.86243636911874,0.421,0.087,1,"HER2+","ITGB4"
0.00304740241194389,2.40180780476225,0.421,0.087,1,"HER2+","RPL39L"
0.00304740241194389,3.03404763157734,0.421,0.087,1,"HER2+","TLE1"
0.00305291249082108,2.43627091339397,0.789,0.565,1,"HER2+","RANGAP1"
0.00305819789608264,2.31922957463601,0.789,0.478,1,"HER2+","CLUAP1"
0.0030615654965521,1.76516418784191,0.605,0.304,1,"HER2+","TJP1"
0.0030615654965521,2.04702219445806,0.579,0.348,1,"HER2+","TRIM16"
0.0030659380399432,2.51817354716991,0.789,0.696,1,"HER2+","NEK5"
0.00307559189911131,1.68691981223574,0.605,0.217,1,"HER2+","MXD4"
0.00307559189911131,2.71342157370995,0.579,0.261,1,"HER2+","TMEM131"
0.00308708154940631,2.344526888312,0.474,0.13,1,"HER2+","SYBU"
0.00308708154940631,3.3311624041902,0.474,0.13,1,"HER2+","ECI1"
0.00309321168441486,2.18929043514988,0.816,0.609,1,"HER2+","NCL"
0.00310434983563129,2.50654981363996,0.895,0.826,1,"HER2+","CACNA1A"
0.00310623295720833,1.60401435377889,0.711,0.522,1,"HER2+","NDUFAF6"
0.00311425980554325,2.17878559837412,0.868,0.478,1,"HER2+","TUBB"
0.00311425980554325,2.29195355523082,0.789,0.609,1,"HER2+","TMEM116"
0.00311728282927355,0.567006373819726,0.737,0.391,1,"HER2+","TMEM263"
0.00311728282927355,2.99884269174851,0.684,0.478,1,"HER2+","INTS7"
0.00312401907333063,3.05345309292935,0.447,0.087,1,"HER2+","ABCC11"
0.00312473914244956,1.38857274977983,0.763,0.478,1,"HER2+","ANO10"
0.00312473914244956,1.80229430476692,0.737,0.522,1,"HER2+","PTGIS"
0.00313362609784084,1.01380657677358,0.947,0.913,1,"HER2+","UBL5"
0.00313428191539213,1.43908479067699,0.763,0.522,1,"HER2+","ARHGEF10"
0.00314449514770035,1.08912530480667,0.632,0.348,1,"HER2+","CYP4B1"
0.00314449514770035,3.04676696634884,0.632,0.348,1,"HER2+","TIPRL"
0.00314629325728031,1.14966867771777,0.737,0.348,1,"HER2+","C3orf70"
0.00315350312899252,1.44682309349233,0.395,0.043,1,"HER2+","ERBB4"
0.00315760090824642,2.4647967705759,0.5,0.13,1,"HER2+","PPWD1"
0.00315803257533074,2.00063745942846,0.579,0.304,1,"HER2+","TRAF3IP1"
0.00316434163348585,1.29744840695012,0.684,0.304,1,"HER2+","RPL3L"
0.00316440482586764,1.68647191408264,0.684,0.391,1,"HER2+","OMA1"
0.00317070956200815,1.39146697957515,0.684,0.348,1,"HER2+","OAS3"
0.00317070956200815,0.493443039775186,0.684,0.348,1,"HER2+","KCNH1"
0.00317070956200815,1.13483075274589,0.658,0.391,1,"HER2+","PYCR3"
0.00317547052812284,1.81731130996353,0.895,0.652,1,"HER2+","LRRC57"
0.00318392424353538,1.85923641959892,0.816,0.696,1,"HER2+","CMBL"
0.00319133915659193,0.815083368007251,0.658,0.261,1,"HER2+","THUMPD2"
0.00319576631971741,2.37917548273406,0.711,0.435,1,"HER2+","IL12RB1"
0.00319576631971741,1.80194986771491,0.711,0.435,1,"HER2+","CD320"
0.00319831046986609,0.879734416019677,0.316,0,1,"HER2+","MKS1"
0.00319831046986609,0.537769163608,0.316,0,1,"HER2+","SYT7"
0.00319831046986609,2.72584381589905,0.316,0,1,"HER2+","ST6GALNAC2"
0.00319831046986609,1.05463439518258,0.316,0,1,"HER2+","TEAD2"
0.00319831046986609,1.88488739217531,0.316,0,1,"HER2+","ZNF184"
0.00319831046986609,1.08989052632749,0.316,0,1,"HER2+","ABL1"
0.00319831046986609,3.07065606447094,0.316,0,1,"HER2+","KDELR3"
0.00319831046986609,1.42251108618489,0.316,0,1,"HER2+","GPR143"
0.00319831046986609,3.92349996763479,0.316,0,1,"HER2+","RASD1"
0.00319831046986609,2.12227064053723,0.316,0,1,"HER2+","KAT2A"
0.00319831046986609,1.53011909706866,0.316,0,1,"HER2+","GAR1"
0.00319831046986609,0.38858341583881,0.316,0,1,"HER2+","ARHGEF17"
0.00319831046986609,3.30929566129529,0.316,0,1,"HER2+","REEP6"
0.00319831046986609,0.941400452858022,0.316,0,1,"HER2+","IGSF21"
0.00319831046986609,2.37780277265609,0.316,0,1,"HER2+","FAAH"
0.00319831046986609,1.12745888531467,0.316,0,1,"HER2+","WDR35"
0.00319831046986609,2.12462107314275,0.316,0,1,"HER2+","RIOK1"
0.00319831046986609,2.04435293969981,0.316,0,1,"HER2+","CHTF18"
0.00319831046986609,0.555878722110952,0.316,0,1,"HER2+","MNX1"
0.00319831046986609,0.533407795843829,0.316,0,1,"HER2+","ANO1"
0.00319831046986609,1.76009651957879,0.316,0,1,"HER2+","HSPBP1"
0.00319831046986609,1.65559680724741,0.316,0,1,"HER2+","USP44"
0.00319831046986609,0.252927135349422,0.316,0,1,"HER2+","SPDYE1"
0.00319831046986609,1.49116090717176,0.316,0,1,"HER2+","SLC44A3"
0.00319831046986609,2.52938729147505,0.316,0,1,"HER2+","EFNA3"
0.00319831046986609,0.342210134489877,0.316,0,1,"HER2+","SLC18B1"
0.00319831046986609,0.536964062841558,0.316,0,1,"HER2+","SURF2"
0.00319831046986609,2.53186197932327,0.316,0,1,"HER2+","TNKS1BP1"
0.00319831046986609,1.64942957419844,0.316,0,1,"HER2+","KAT14"
0.00319831046986609,0.514053211295469,0.316,0,1,"HER2+","CHCHD6"
0.00319831046986609,0.957751523041289,0.316,0,1,"HER2+","ENTR1"
0.00319831046986609,2.22207544382658,0.316,0,1,"HER2+","PACSIN3"
0.00319831046986609,2.17455713484424,0.316,0,1,"HER2+","PPFIBP2"
0.00319831046986609,1.3696205433233,0.316,0,1,"HER2+","GLMN"
0.00319831046986609,1.753191672275,0.316,0,1,"HER2+","IRX5"
0.00319831046986609,0.777317899561149,0.316,0,1,"HER2+","METRNL"
0.00319831046986609,0.525710901713032,0.316,0,1,"HER2+","MEX3D"
0.00319831046986609,2.14535428809994,0.316,0,1,"HER2+","TOP1MT"
0.00319831046986609,0.79970422402642,0.316,0,1,"HER2+","IPO4"
0.00319831046986609,2.20862228941274,0.316,0,1,"HER2+","MB"
0.00319831046986609,1.13354408015157,0.316,0,1,"HER2+","ZDHHC18"
0.00319831046986609,2.24167332340075,0.316,0,1,"HER2+","RPSAP48"
0.00319831046986609,0.770157116929581,0.316,0,1,"HER2+","FDX2"
0.00320087866242643,1.0228871325402,0.526,0.13,1,"HER2+","TRAPPC13"
0.00320578905638135,2.0552876071204,0.789,0.565,1,"HER2+","HSH2D"
0.00321208776455409,2.51992964625954,0.737,0.565,1,"HER2+","WDR55"
0.00321562655485067,0.662780079427597,0.421,0.043,1,"HER2+","HES4"
0.00321854436266956,1.52915868068524,0.842,0.609,1,"HER2+","S100PBP"
0.00321854436266956,2.28346400310934,0.842,0.609,1,"HER2+","FAM83F"
0.00321854436266956,1.82135387284425,0.842,0.609,1,"HER2+","CHRNA7"
0.00321854436266956,2.44185684600824,0.816,0.652,1,"HER2+","SLC25A16"
0.00321862594792713,0.779663710993368,0.526,0.174,1,"HER2+","FRMD1"
0.0032240919845267,1.83858769543567,0.632,0.261,1,"HER2+","GAS2L3"
0.0032240919845267,0.972269166104968,0.605,0.304,1,"HER2+","ESYT3"
0.00323464545968418,1.08715065399286,0.737,0.435,1,"HER2+","PPARGC1B"
0.00323464545968418,2.73965988441492,0.711,0.478,1,"HER2+","KLK10"
0.00323464545968418,1.45437382502567,0.711,0.478,1,"HER2+","CTTNBP2NL"
0.00323464545968418,1.76685890808253,0.711,0.478,1,"HER2+","GINS4"
0.00323524053301497,3.82156594321396,0.421,0.087,1,"HER2+","ENPP5"
0.00324127672862327,1.76973043755237,0.605,0.261,1,"HER2+","COG6"
0.00324127672862327,1.89972930112637,0.605,0.261,1,"HER2+","WARS1"
0.00324146216307952,0.906024121002236,0.605,0.217,1,"HER2+","HEATR6"
0.00324146216307952,2.07510216527878,0.605,0.217,1,"HER2+","FASTKD1"
0.00324295017308777,1.89290674290517,0.895,0.783,1,"HER2+","CERS5"
0.00324730615038766,2.44274619477925,0.816,0.609,1,"HER2+","ACADSB"
0.00326329310162415,2.27112761731196,0.763,0.435,1,"HER2+","FNDC3B"
0.00326329310162415,2.17376647777593,0.763,0.435,1,"HER2+","TFAP4"
0.00326329310162415,1.57747999061395,0.763,0.435,1,"HER2+","EIF4E2"
0.00326329310162415,1.09010340676506,0.763,0.435,1,"HER2+","LRRD1"
0.00326329310162415,1.75046841367995,0.711,0.522,1,"HER2+","ENDOV"
0.00326763294723556,0.889335786117191,0.474,0.13,1,"HER2+","SLC25A14"
0.00326763294723556,0.41456496213949,0.474,0.13,1,"HER2+","OR6C66P"
0.00326959859679014,3.63588716043721,0.789,0.609,1,"HER2+","COX7C"
0.00328213509180281,2.26603319132163,0.737,0.522,1,"HER2+","COL27A1"
0.00328481482582155,0.818761287898254,0.816,0.522,1,"HER2+","PLIN5"
0.00329164984423908,2.17859653284852,0.763,0.522,1,"HER2+","TBL1X"
0.00329164984423908,1.67396338856562,0.763,0.522,1,"HER2+","CAMK1D"
0.00329184526980441,1.39530414038282,0.947,1,1,"HER2+","NUPR1"
0.00329977569615207,0.597693321164054,0.842,0.696,1,"HER2+","CBFA2T2"
0.00329977569615207,1.15652085750691,0.842,0.696,1,"HER2+","KIAA0319L"
0.00330059872927396,1.42205851366168,0.553,0.174,1,"HER2+","CEBPZ"
0.00330709589996648,2.03365551677008,0.711,0.391,1,"HER2+","GYG1"
0.00330709589996648,1.53024296323236,0.684,0.435,1,"HER2+","ZSCAN5A"
0.00330709589996648,5.51703132594229,0.658,0.478,1,"HER2+","XBP1"
0.00330709589996648,3.03699572023456,0.658,0.478,1,"HER2+","RPS4X"
0.00330873303620277,3.25409374039055,0.632,0.348,1,"HER2+","TNFSF10"
0.00331261737272563,2.62634575443035,0.447,0.087,1,"HER2+","ARMC1"
0.00331261737272563,1.20521800146529,0.447,0.087,1,"HER2+","GALNTL5"
0.00332651550958625,3.08995480381103,0.579,0.304,1,"HER2+","NGDN"
0.00332651550958625,3.54258826143354,0.579,0.304,1,"HER2+","ARPC5L"
0.0033268170407907,1.5273161291108,0.684,0.391,1,"HER2+","FAM219B"
0.00332694759973245,2.78494324980266,0.789,0.652,1,"HER2+","SPIN3"
0.00333243788919455,1.48012000006153,0.842,0.739,1,"HER2+","KANK2"
0.00333243788919455,2.56934996258964,0.789,0.826,1,"HER2+","RPL10"
0.00333924015070868,1.94571408281608,0.5,0.13,1,"HER2+","ZBTB21"
0.00334450625448303,2.48784826519761,0.737,0.478,1,"HER2+","PPIG"
0.00335562297280688,1.39397269891676,0.395,0.043,1,"HER2+","PPIH"
0.00335815998257801,3.13936580096654,0.711,0.435,1,"HER2+","STIP1"
0.00336561128448955,2.26298048415377,0.789,0.565,1,"HER2+","GLRX2"
0.00337804212703577,1.86733967484948,0.868,0.565,1,"HER2+","PSMA3"
0.00337804212703577,0.858851627990785,0.842,0.609,1,"HER2+","NFATC2IP"
0.00337804212703577,3.33917915775801,0.789,0.696,1,"HER2+","ANKRD36"
0.00337804212703577,1.87155529805769,0.789,0.696,1,"HER2+","EXOSC6"
0.00339057048858033,1.37210680917281,0.526,0.217,1,"HER2+","RAI1"
0.00339057048858033,4.25757332741742,0.526,0.217,1,"HER2+","MARCKSL1"
0.00339057048858033,2.96707951895543,0.526,0.217,1,"HER2+","DNAJC19"
0.00339797553856061,1.84250564570921,0.553,0.261,1,"HER2+","BCAT2"
0.00339818519773161,1.43353901161663,0.737,0.435,1,"HER2+","H6PD"
0.00341083808422414,1.00781914185913,0.711,0.348,1,"HER2+","DENND5B"
0.00341083808422414,1.65863533128613,0.658,0.435,1,"HER2+","PIK3R2"
0.00341347677156862,1.5309229636454,0.658,0.348,1,"HER2+","HEXD"
0.00341354276870955,2.1153740260336,0.868,0.696,1,"HER2+","ZNF611"
0.00341544439509978,0.472117649447215,0.605,0.217,1,"HER2+","PCDHA9"
0.00342755592989702,1.90474293460562,0.711,0.522,1,"HER2+","MRI1"
0.00342986271751166,1.38766890784091,0.921,0.826,1,"HER2+","SEC62"
0.00343196508678398,1.85411141528549,0.816,0.565,1,"HER2+","GHITM"
0.00343196508678398,1.86879080447797,0.763,0.652,1,"HER2+","QRSL1"
0.00343357110547098,1.23122148432856,0.421,0.087,1,"HER2+","LFNG"
0.00343357110547098,0.320811035271626,0.421,0.087,1,"HER2+","OR2T7"
0.00344214335557735,2.22104147510723,0.684,0.478,1,"HER2+","SMC6"
0.0034467211317804,1.20232084978569,0.789,0.435,1,"HER2+","RARS2"
0.0034467211317804,2.12164642509546,0.711,0.565,1,"HER2+","MRPS10"
0.00344821341384914,1.90614499744354,0.763,0.609,1,"HER2+","FBLIM1"
0.00345618316805853,2.3796432378854,0.763,0.522,1,"HER2+","PM20D2"
0.00345775767328433,1.79144061742335,0.368,0.043,1,"HER2+","CFAP20"
0.00345775767328433,1.44211356489991,0.368,0.043,1,"HER2+","RBFOX2"
0.00345775767328433,2.23773718464535,0.368,0.043,1,"HER2+","UFSP2"
0.00345775767328433,2.32066260619962,0.368,0.043,1,"HER2+","CISD1"
0.00345775767328433,5.42257797124549,0.368,0.043,1,"HER2+","SLPI"
0.00345775767328433,2.89210362513082,0.368,0.043,1,"HER2+","SCRN1"
0.00345775767328433,1.61148787983918,0.368,0.043,1,"HER2+","SEPTIN8"
0.00345775767328433,1.07328288874209,0.368,0.043,1,"HER2+","TBC1D16"
0.00345775767328433,1.49309137085549,0.368,0.043,1,"HER2+","TRMT61B"
0.00345775767328433,2.38117835204355,0.368,0.043,1,"HER2+","IQCB1"
0.00345775767328433,1.68901923823675,0.368,0.043,1,"HER2+","NSUN7"
0.00345775767328433,1.37847497765957,0.368,0.043,1,"HER2+","FAAP100"
0.00345775767328433,1.82127149267187,0.368,0.043,1,"HER2+","EDARADD"
0.00347535038607418,2.14854780096959,0.684,0.435,1,"HER2+","TMEM132A"
0.00347651984176029,2.36490054615501,0.5,0.174,1,"HER2+","HENMT1"
0.00348074817021158,1.99526026704548,0.658,0.304,1,"HER2+","CIAO1"
0.00348074817021158,3.14269347595995,0.632,0.348,1,"HER2+","EEA1"
0.00348074817021158,1.69419119522917,0.632,0.348,1,"HER2+","PLOD3"
0.00348074817021158,2.16413808392839,0.632,0.348,1,"HER2+","PELP1"
0.00348074817021158,5.27831511646156,0.605,0.391,1,"HER2+","UQCRQ"
0.00348850863873123,1.16529964742816,0.579,0.217,1,"HER2+","SPATA7"
0.00348850863873123,1.85991055811546,0.579,0.217,1,"HER2+","CRNKL1"
0.00348850863873123,2.72279080744922,0.579,0.217,1,"HER2+","COPG1"
0.00350040896412583,2.52707512030097,0.632,0.391,1,"HER2+","ZNF543"
0.00350642829587143,2.07886136793592,0.816,0.696,1,"HER2+","RAD1"
0.00351153075167862,1.16402141582176,0.447,0.087,1,"HER2+","EXD2"
0.00351153075167862,1.12372541719949,0.447,0.087,1,"HER2+","LRIG1"
0.00352803424762266,2.50070557859447,0.711,0.435,1,"HER2+","CACNA1D"
0.00353034658793916,2.90807884461329,0.5,0.13,1,"HER2+","ITFG2"
0.00353034658793916,0.253477629411576,0.5,0.13,1,"HER2+","KRT18P59"
0.00353265676966622,1.72493545422302,0.789,0.565,1,"HER2+","MTARC1"
0.00354326717074607,3.36690687172582,0.553,0.217,1,"HER2+","TMED7"
0.00354326717074607,1.15007125869934,0.553,0.217,1,"HER2+","ELF5"
0.00354326717074607,1.87436195510156,0.553,0.217,1,"HER2+","ELAC1"
0.00354470507287901,1.05270767450016,0.842,0.609,1,"HER2+","KATNBL1"
0.00354949425472444,3.29796974244538,0.842,0.826,1,"HER2+","LPIN1"
0.00355144700278555,4.11550340268117,0.447,0.13,1,"HER2+","RND3"
0.00356921894706454,0.812793624028469,0.737,0.435,1,"HER2+","SAMD5"
0.00356934503535963,1.96038138660336,0.868,0.826,1,"HER2+","POLR2J3"
0.00356947276669017,2.44485274636856,0.395,0.043,1,"HER2+","PREX1"
0.00356947276669017,2.01879887210604,0.395,0.043,1,"HER2+","TMEM43"
0.00356947276669017,1.63092729014477,0.395,0.043,1,"HER2+","TMEM184B"
0.00357309385382719,0.787938689574855,0.526,0.13,1,"HER2+","LZTR1"
0.00357666220728445,0.46382646521306,0.816,0.609,1,"HER2+","PRRC2A"
0.00357724522579424,6.94996484531947,0.526,0.217,1,"HER2+","MUCL1"
0.0035812315961367,1.45210099977352,0.553,0.261,1,"HER2+","LRRC27"
0.00358798243267056,1.95976687340891,0.526,0.174,1,"HER2+","TNFRSF10A"
0.0035915681865713,2.51226335209639,0.842,0.652,1,"HER2+","GCNT3"
0.00359788731341255,1.19034386180405,0.605,0.217,1,"HER2+","RPF2"
0.00359931184476202,2.29359374786883,0.711,0.522,1,"HER2+","TAF1D"
0.00360163880973153,3.0481715770335,0.816,0.565,1,"HER2+","PCLAF"
0.00360163880973153,1.23304314429517,0.789,0.609,1,"HER2+","THADA"
0.00361878599163098,1.55210160644955,0.737,0.522,1,"HER2+","MED9"
0.00361878599163098,1.31025187983873,0.737,0.522,1,"HER2+","CAPN12"
0.00361878599163098,2.13097290888357,0.711,0.565,1,"HER2+","PCNX1"
0.00362803083954348,2.50863786176773,0.816,0.478,1,"HER2+","ABHD11"
0.00362816866864243,0.852403603952191,0.816,0.435,1,"HER2+","DPH6"
0.00362816866864243,1.9972724254094,0.763,0.522,1,"HER2+","SLC3A1"
0.00362816866864243,2.03415294700807,0.763,0.522,1,"HER2+","GGPS1"
0.0036324758555948,1.63272715322635,0.842,0.696,1,"HER2+","GNPTG"
0.0036324758555948,2.08786275691029,0.842,0.696,1,"HER2+","HCAR1"
0.00364290887663903,3.18238901428962,0.421,0.087,1,"HER2+","DELE1"
0.00364290887663903,2.35275157577878,0.421,0.087,1,"HER2+","DHX32"
0.00364290887663903,3.88444417101419,0.421,0.087,1,"HER2+","ST14"
0.00364290887663903,1.30879802323619,0.421,0.087,1,"HER2+","TRIM26"
0.0036513601864365,2.47313673218603,0.684,0.435,1,"HER2+","CTDSPL2"
0.00365789308109507,2.57063558924355,0.474,0.13,1,"HER2+","NSF"
0.00365789308109507,1.69368950164008,0.474,0.13,1,"HER2+","ACAD9"
0.00365789308109507,0.353625176942581,0.474,0.13,1,"HER2+","RD3"
0.00368285780877842,2.99621421812206,0.368,0.043,1,"HER2+","TFAP2C"
0.00368285780877842,3.19753955652159,0.368,0.043,1,"HER2+","PODXL2"
0.00368285780877842,1.51018978672732,0.368,0.043,1,"HER2+","EPAS1"
0.00368285780877842,1.11401594621957,0.368,0.043,1,"HER2+","SLC12A4"
0.00368285780877842,2.45935175748438,0.368,0.043,1,"HER2+","CBR3"
0.00368285780877842,1.79376641387874,0.368,0.043,1,"HER2+","DNAAF2"
0.00368285780877842,1.04424112331128,0.368,0.043,1,"HER2+","ZNF703"
0.00368285780877842,1.54497017908417,0.368,0.043,1,"HER2+","MAP3K3"
0.00368285780877842,2.44918913871215,0.368,0.043,1,"HER2+","CKMT1B"
0.0036846171464723,1.15658040693867,0.711,0.304,1,"HER2+","SCUBE3"
0.0036846171464723,2.28308576767006,0.684,0.348,1,"HER2+","OSBPL9"
0.0036846171464723,2.2823632987763,0.632,0.435,1,"HER2+","NDUFB7"
0.00368809310296853,2.09918153040386,0.737,0.478,1,"HER2+","RNF141"
0.00368809310296853,1.87244336078454,0.737,0.478,1,"HER2+","ZNF568"
0.0036882710137356,1.31084212310638,0.579,0.304,1,"HER2+","WDR54"
0.00370569181182063,1.77906863125445,0.711,0.435,1,"HER2+","CHN2"
0.00371704819378372,0.961714256550084,0.789,0.478,1,"HER2+","CEACAM19"
0.00371704819378372,1.78230948296282,0.737,0.565,1,"HER2+","ASCC1"
0.00371881594426623,0.261872909064485,0.816,0.652,1,"HER2+","RASEF"
0.00373550209480667,1.72366294831614,0.553,0.217,1,"HER2+","PUS7"
0.00373550209480667,3.14577150461122,0.526,0.261,1,"HER2+","EMC7"
0.00374804826645882,1.51928907644279,0.737,0.435,1,"HER2+","DHX57"
0.00374804826645882,3.05575263288169,0.711,0.478,1,"HER2+","PRKX"
0.00375248634073244,1.3529859666537,0.816,0.609,1,"HER2+","IRAK1BP1"
0.00375974882824453,2.27185861085852,0.447,0.13,1,"HER2+","HDHD5"
0.00375974882824453,2.93960138619929,0.447,0.13,1,"HER2+","ERMP1"
0.00375974882824453,0.34470521149694,0.447,0.13,1,"HER2+","RPS2P17"
0.00376658968775995,1.28656156610378,0.711,0.348,1,"HER2+","MVB12A"
0.00376658968775995,1.74686113108641,0.658,0.435,1,"HER2+","IFT56"
0.00376751316957435,1.97268619398508,0.842,0.652,1,"HER2+","HEMK1"
0.00377343010377746,2.21073695512943,0.658,0.348,1,"HER2+","OAS1"
0.00377343435069355,2.15022624941619,0.553,0.261,1,"HER2+","RPL26L1"
0.00377359873166627,0.527463006733638,0.526,0.13,1,"HER2+","CES2"
0.00377886093541855,2.24087389949926,0.763,0.435,1,"HER2+","SNAPC3"
0.00378264442314919,1.50623641682027,0.947,0.826,1,"HER2+","TXNL4A"
0.00378413008662338,2.01554094875844,0.605,0.261,1,"HER2+","RFTN2"
0.00378915203514026,1.78396034685036,0.579,0.261,1,"HER2+","TFAM"
0.00379564957074707,1.40866262204947,0.395,0.043,1,"HER2+","NUBP1"
0.00379564957074707,1.81640868437486,0.395,0.043,1,"HER2+","ABT1"
0.00379836638998451,1.04628769076416,0.947,1,1,"HER2+","HNRNPA2B1"
0.00379862798954558,1.12062573700106,0.763,0.478,1,"HER2+","DAGLB"
0.00379862798954558,1.84670768554312,0.763,0.478,1,"HER2+","ZNF567"
0.00380728222122905,1.59428955649689,0.789,0.522,1,"HER2+","RAB3IP"
0.00381001701993631,1.96761736293779,0.868,0.652,1,"HER2+","KANTR"
0.00383543898680042,0.958205269439523,0.737,0.348,1,"HER2+","ZNF619"
0.00384331252119901,3.13755404548738,0.789,0.652,1,"HER2+","SGO2"
0.00384667038047768,1.66682282486258,0.842,0.739,1,"HER2+","TRIM41"
0.00386064408105144,3.23971259972011,0.632,0.478,1,"HER2+","NEDD9"
0.00386064408105144,4.03577099392979,0.632,0.478,1,"HER2+","CCT5"
0.00386378945297054,2.23030374760364,0.421,0.087,1,"HER2+","BBS4"
0.00386378945297054,2.48121533561914,0.421,0.087,1,"HER2+","MOCS2"
0.00386378945297054,0.780932419697812,0.421,0.087,1,"HER2+","CD300LD"
0.00386851013056478,0.426113984181596,0.474,0.13,1,"HER2+","OR7E14P"
0.00386851013056478,2.2858553865203,0.474,0.13,1,"HER2+","UCKL1"
0.00386865064101159,5.39239371423851,0.632,0.391,1,"HER2+","DBI"
0.00387300984503627,0.456904342533926,0.579,0.217,1,"HER2+","ULBP1"
0.00387784449330691,1.93891884546169,0.842,0.783,1,"HER2+","EFHC1"
0.00388957404846684,1.58686983679406,0.789,0.565,1,"HER2+","HES2"
0.00388957404846684,1.55123619773767,0.789,0.565,1,"HER2+","PRRG4"
0.00388957404846684,1.88983481630868,0.789,0.565,1,"HER2+","NEGR1"
0.00388957404846684,1.07484027706318,0.789,0.565,1,"HER2+","BRF1"
0.00388957404846684,2.00718824572176,0.737,0.652,1,"HER2+","NDUFA1"
0.00390066669803814,1.50414184571448,0.842,0.609,1,"HER2+","SNF8"
0.00390066669803814,1.69311733058917,0.816,0.652,1,"HER2+","PRORP"
0.0039007704976919,1.01614138326158,0.789,0.478,1,"HER2+","DHRS1"
0.0039007704976919,1.56575412367941,0.737,0.565,1,"HER2+","MAPK3"
0.00391080801223793,0.387701024819863,0.658,0.261,1,"HER2+","LLGL1"
0.00392120362149935,2.27036280630771,0.368,0.043,1,"HER2+","ADCK2"
0.00392120362149935,1.19324306620584,0.368,0.043,1,"HER2+","ACOT4"
0.00392120362149935,0.472361567420162,0.368,0.043,1,"HER2+","FANK1"
0.0039349847289522,1.24644499743985,0.737,0.435,1,"HER2+","ZFP64"
0.0039349847289522,2.89777741393238,0.737,0.435,1,"HER2+","WDR19"
0.0039349847289522,2.56707374913393,0.711,0.478,1,"HER2+","RTF1"
0.0039349847289522,2.33086663354924,0.684,0.522,1,"HER2+","CXXC5"
0.00393717085940857,4.19375965919526,0.553,0.217,1,"HER2+","CKS2"
0.00393717085940857,1.11621967053336,0.526,0.261,1,"HER2+","WDR70"
0.00394230323595616,1.24614697162071,0.447,0.087,1,"HER2+","SLC41A3"
0.00394230323595616,1.11207660672467,0.447,0.087,1,"HER2+","CPT1B"
0.00394271010805584,1.62614321589549,0.5,0.13,1,"HER2+","RGP1"
0.00395125710937383,2.06659413670378,0.842,0.652,1,"HER2+","OR7C1"
0.0039558206504888,1.78615065980538,0.605,0.304,1,"HER2+","SUV39H2"
0.0039558206504888,2.44313458518219,0.605,0.304,1,"HER2+","CLSTN1"
0.00395594157912853,1.78502784383524,0.947,0.783,1,"HER2+","FAM120AOS"
0.0039640722966413,1.85442689052836,0.816,0.565,1,"HER2+","GLRX3"
0.00396604898845931,1.80459998732968,0.658,0.348,1,"HER2+","STEAP2"
0.00396604898845931,0.524010828483711,0.658,0.348,1,"HER2+","RNF152"
0.00396651320434098,1.47502078062231,0.711,0.522,1,"HER2+","BLOC1S3"
0.00398267136642043,0.614146873091515,0.605,0.261,1,"HER2+","TLCD5"
0.00398377744276504,2.21521906773446,0.763,0.609,1,"HER2+","TCEANC2"
0.00398655525598258,1.11980359539681,0.789,0.435,1,"HER2+","MGAT1"
0.00398655525598258,0.434766156936814,0.737,0.522,1,"HER2+","NAA15"
0.00398745894392692,1.98138175032567,0.684,0.478,1,"HER2+","TM9SF1"
