"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.67147055435683e-09,3.55004355792019,0.974,0.609,4.88558534980777e-05,"HER2+","ZNG1E"
3.91374813068912e-09,4.03062538574941,0.947,0.609,7.15746258140426e-05,"HER2+","SLIRP"
1.45110601338706e-08,4.23596330457119,0.974,0.609,0.000265378267728226,"HER2+","NDUFB2"
2.86606829810812e-08,3.15271360737593,1,0.652,0.000524146570358014,"HER2+","ELOC"
4.57085743927449e-08,3.21494996534341,0.974,0.522,0.000835918408494518,"HER2+","MICOS13"
5.32635860392441e-08,4.06676878261026,0.947,0.609,0.000974084461485697,"HER2+","TIMM17A"
6.35656190288231e-08,4.66110198093857,0.921,0.391,0.00116248804079912,"HER2+","SYNGR2"
9.12153033877555e-08,3.44900757921419,0.947,0.696,0.00166814546835527,"HER2+","NGRN"
1.00107396858399e-07,4.08333536570037,0.895,0.348,0.0018307640737464,"HER2+","TSPAN6"
1.00420970536439e-07,4.61059565462959,0.947,0.739,0.00183649870917039,"HER2+","CD59"
1.07481672803346e-07,3.82737296554992,0.947,0.696,0.00196562483222759,"HER2+","SMIM14"
1.14629903433448e-07,5.11841605462926,0.947,0.652,0.0020963516739909,"HER2+","TPD52"
1.42969307290467e-07,3.06007834374613,0.921,0.348,0.00261462269172806,"HER2+","POLR2F"
1.48949284216416e-07,2.7393948773487,0.895,0.391,0.00272398450974981,"HER2+","TOMM40"
1.48949284216416e-07,2.35212292430435,0.895,0.391,0.00272398450974981,"HER2+","FMC1"
1.55170834220619e-07,4.35394546419141,0.921,0.348,0.00283776421622668,"HER2+","NME1"
1.60636535217573e-07,3.49511107428902,0.895,0.522,0.00293772095605898,"HER2+","TECR"
2.02028368608298e-07,3.40056436644487,0.947,0.652,0.00369469480510855,"HER2+","CYB5A"
2.54124251660504e-07,5.33048122185472,0.974,0.696,0.00464742431436729,"HER2+","RPLP0"
2.67235677764907e-07,3.27150564321734,0.868,0.391,0.00488720607496461,"HER2+","LOC122455342"
3.25623418370182e-07,3.62849523504285,0.947,0.652,0.00595500107515388,"HER2+","RPL23"
3.45463971663339e-07,3.15453361812228,0.974,0.565,0.00631784511377915,"HER2+","PNPO"
3.45463971663339e-07,4.38284053561042,0.921,0.652,0.00631784511377915,"HER2+","VDAC1"
3.55011394279002e-07,3.28793959145601,0.947,0.522,0.00649244837857439,"HER2+","KRTCAP2"
3.68992288408793e-07,2.98731299078452,1,0.739,0.00674813097042001,"HER2+","RPL38"
4.1549901705337e-07,3.97276143301808,0.921,0.565,0.00759864602387203,"HER2+","EIF3C"
4.28634476839539e-07,3.39725388405002,0.921,0.696,0.00783886731244148,"HER2+","RPL14"
4.31475327674854e-07,3.11325247233744,0.947,0.826,0.00789082079251773,"HER2+","EMC4"
4.34535898753747e-07,3.74709737765451,0.895,0.478,0.00794679251640852,"HER2+","PRXL2A"
4.52528756292851e-07,5.38699614752064,0.921,0.522,0.00827584589508365,"HER2+","ANXA2"
4.89445607234184e-07,2.6828541932435,0.974,0.652,0.00895098126509875,"HER2+","MRPS24"
5.12565966027061e-07,3.31351111414285,0.842,0.348,0.00937380638670289,"HER2+","MRPS15"
5.16226792610758e-07,4.11976155807084,0.868,0.435,0.00944075558326555,"HER2+","SSBP1"
5.20776262177376e-07,2.80253108530608,0.947,0.652,0.00952395628269985,"HER2+","SNRPD1"
5.46556988368429e-07,3.73393647737236,0.895,0.348,0.00999543420328183,"HER2+","ECT2"
5.54705389538667e-07,2.97203134900996,0.868,0.304,0.0101444521638831,"HER2+","UQCRC2"
5.61027225370768e-07,5.16566434802789,0.921,0.609,0.0102600658975806,"HER2+","MGST1"
5.66591317792104e-07,3.57109160661458,0.868,0.478,0.010361822019782,"HER2+","OCIAD2"
5.80578474985777e-07,3.04805893752416,0.895,0.391,0.0106176191505399,"HER2+","SETD7"
5.9473386094751e-07,3.3346733663119,0.974,0.913,0.0108764928490081,"HER2+","RPS20"
6.19438427682283e-07,3.51024794674273,0.921,0.478,0.0113282899654536,"HER2+","SPRING1"
6.67594268502435e-07,3.38063075924585,0.921,0.522,0.0122089639823725,"HER2+","ERGIC3"
6.69310011413324e-07,5.12137807353918,0.868,0.565,0.0122403414887269,"HER2+","CCT3"
7.2121941451279e-07,4.94085005308517,0.921,0.435,0.0131896606526099,"HER2+","PRDX1"
7.35759147026576e-07,3.02547477438101,0.974,0.739,0.013455563280822,"HER2+","DYNC1H1"
7.40981220657792e-07,3.4959039128955,1,0.739,0.0135510645633897,"HER2+","RPL30"
8.14230945884338e-07,3.74201903087639,0.684,0,0.0148906555383328,"HER2+","URI1"
8.23442763290157e-07,3.56473555527032,0.868,0.435,0.0150591212550504,"HER2+","GALNT6"
8.26460830247223e-07,3.76591915423032,0.947,0.652,0.0151143156635612,"HER2+","RPL37A"
8.56293984942108e-07,5.79334249315683,0.763,0.13,0.0156599043966213,"HER2+","DSP"
8.67433620068462e-07,3.26914389488577,1,0.783,0.015863626043812,"HER2+","ATP5F1A"
9.08396798534261e-07,3.22475741439622,0.868,0.522,0.0166127606515946,"HER2+","CSNK1E"
9.27472105232274e-07,3.77099696259219,0.711,0.043,0.0169616098604878,"HER2+","ACOT2"
9.80593540072895e-07,3.95244443066327,0.868,0.522,0.0179330946608531,"HER2+","EI24"
9.82556605428564e-07,2.30089973164106,0.921,0.478,0.0179689952000776,"HER2+","MZT2A"
9.91892896193568e-07,5.08648399146921,0.737,0.087,0.018139737285588,"HER2+","OAT"
1.00452361615438e-06,2.88394399810426,1,0.739,0.0183707278922313,"HER2+","RPS15A"
1.09933934032462e-06,4.26256737950294,0.895,0.478,0.0201047178558566,"HER2+","TMED10"
1.09961971704825e-06,4.49794420494635,0.921,0.652,0.0201098453853785,"HER2+","RPL6"
1.11187864793129e-06,3.57105576973484,0.842,0.391,0.0203340367133674,"HER2+","IER3IP1"
1.13414953781083e-06,2.65548458173748,0.974,0.87,0.0207413267474844,"HER2+","RPS29"
1.13620206422531e-06,3.44155008729316,0.947,0.696,0.0207788633505524,"HER2+","ATP5MC2"
1.14390343095705e-06,3.81812552729671,0.868,0.565,0.0209197059453424,"HER2+","RSL1D1"
1.14961959732209e-06,2.75025897648744,0.947,0.739,0.0210242431958265,"HER2+","MICOS10"
1.16014726999833e-06,2.77680264557218,0.947,0.783,0.0212167732737295,"HER2+","SRP19"
1.2506919805845e-06,2.72348053460384,0.974,0.739,0.0228726549409294,"HER2+","NDUFA2"
1.27935484924127e-06,3.69854417662717,0.895,0.478,0.0233968414829243,"HER2+","RPL12"
1.35118524975552e-06,3.1814270739658,0.921,0.696,0.024710475847529,"HER2+","MRPL42"
1.48413883506155e-06,6.55383288271866,0.895,0.565,0.0271419310156056,"HER2+","MGP"
1.51812249480036e-06,3.51541725221192,0.842,0.348,0.0277634241849089,"HER2+","DDX46"
1.56688136306192e-06,2.45601102498957,0.947,0.565,0.0286551263676764,"HER2+","METTL8"
1.57414657113824e-06,3.77528720493848,0.842,0.478,0.0287879924929762,"HER2+","G3BP1"
1.62392754757444e-06,2.62541086318764,0.816,0.304,0.0296983869900414,"HER2+","FBL"
1.63605661421321e-06,3.58238698125663,0.711,0.087,0.0299202033607312,"HER2+","NSUN2"
1.66033010862013e-06,2.56783563771907,0.921,0.522,0.0303641170264449,"HER2+","DOP1B"
1.72340538729151e-06,2.70671945043498,0.895,0.565,0.0315176377227871,"HER2+","TATDN1"
1.79213441268039e-06,3.95431626902799,0.816,0.261,0.032774554139099,"HER2+","ARHGAP29"
1.89082730184468e-06,3.93564460017782,0.789,0.348,0.0345794496961355,"HER2+","LSM5"
1.89879339273287e-06,3.51457405881176,0.789,0.217,0.0347251335662988,"HER2+","FARSB"
1.93433475702887e-06,2.95930797910931,0.895,0.522,0.0353751140365439,"HER2+","ZFYVE16"
1.99951502311657e-06,3.05023598683255,0.947,0.478,0.0365671307427558,"HER2+","CNIH4"
2.08327502572892e-06,3.14414957279198,0.868,0.565,0.0380989336705305,"HER2+","ERO1A"
2.16033269884013e-06,2.9005721997046,0.895,0.478,0.0395081643963883,"HER2+","ALDH6A1"
2.19728073039612e-06,2.61327966166177,0.842,0.391,0.0401838699974843,"HER2+","NTPCR"
2.21147348073421e-06,5.61766989080876,0.763,0.13,0.0404434270156672,"HER2+","CNN3"
2.24319711258963e-06,2.94539030433394,0.921,0.478,0.0410235887950392,"HER2+","DHTKD1"
2.27103519609009e-06,3.38109008855442,0.921,0.696,0.0415326916660955,"HER2+","NDUFA9"
2.36741568180522e-06,4.16621934927152,0.842,0.391,0.0432952979888539,"HER2+","LRPPRC"
2.37392596284869e-06,3.7335011010651,0.921,0.348,0.0434143580085768,"HER2+","DDOST"
2.40023501622186e-06,3.51884840257287,0.895,0.435,0.0438954979766654,"HER2+","RPL31"
2.45715735280047e-06,2.61909249099754,0.868,0.348,0.0449364936680149,"HER2+","MCRIP2"
2.56999194329613e-06,2.86356250493403,0.921,0.739,0.0470000126589996,"HER2+","SEC31A"
2.59588736165676e-06,3.68001751661162,0.737,0.13,0.0474735880699789,"HER2+","NUDCD3"
2.59812147603803e-06,4.94466939939614,0.868,0.522,0.0475144455537835,"HER2+","HACD3"
2.6575842199929e-06,2.79632217569243,1,0.826,0.0486019002152301,"HER2+","DNAJC10"
2.87694206589242e-06,4.73202483320671,0.816,0.348,0.0526135165010405,"HER2+","MLPH"
2.88818504015967e-06,2.94044586724592,0.895,0.565,0.05281912801444,"HER2+","IVD"
3.08374052872753e-06,2.64120030335118,0.711,0.087,0.0563954467893691,"HER2+","ATPAF2"
3.11619502264578e-06,2.5184805433191,0.974,0.696,0.056988974574146,"HER2+","ANAPC16"
3.22907877034568e-06,2.64688944540238,0.684,0.043,0.0590533925520818,"HER2+","DMAC1"
3.27600996952878e-06,2.02663959049689,0.816,0.261,0.0599116703227423,"HER2+","UQCC3"
3.32978872951378e-06,4.22657060471425,0.789,0.261,0.0608951762853481,"HER2+","CREB3L4"
3.33660626366772e-06,3.45832554352283,0.816,0.348,0.0610198553499553,"HER2+","CSTB"
3.34078435012178e-06,2.87683497231994,0.895,0.565,0.0610962641950271,"HER2+","TMEM134"
3.43590528579932e-06,3.43404647618597,0.921,0.739,0.062835835866698,"HER2+","RPS16"
3.44408278026183e-06,3.11418722226659,0.816,0.304,0.0629853858854283,"HER2+","METTL5"
3.45548395243714e-06,2.80879017986847,0.842,0.348,0.0631938905221705,"HER2+","COX16"
3.46384969888577e-06,3.40210358307978,0.868,0.478,0.063346883293223,"HER2+","SNRPF"
3.51467218648779e-06,3.27054987060975,0.921,0.696,0.0642763249464888,"HER2+","LLPH"
3.52134275196746e-06,4.30204155092514,0.711,0.13,0.0643983162479809,"HER2+","IL13RA1"
3.52134275196746e-06,2.36381981163145,0.711,0.13,0.0643983162479809,"HER2+","EPHB4"
3.58454763695935e-06,3.50424449607261,0.921,0.652,0.0655542071847127,"HER2+","RPS24"
3.77719398560221e-06,3.48856686124918,0.921,0.696,0.0690773236086933,"HER2+","MRPL3"
3.81555327154276e-06,3.61561252765255,0.737,0.13,0.0697788382299741,"HER2+","SLC25A4"
3.86625123503415e-06,4.49832796260946,0.816,0.348,0.0707060025863045,"HER2+","NQO1"
3.99208702621244e-06,3.94282511167464,0.816,0.304,0.0730072875353731,"HER2+","ATP13A3"
4.02204691480358e-06,3.39571846704559,0.921,0.478,0.0735551939779278,"HER2+","SDHD"
4.04305328487241e-06,4.44709709077964,0.947,0.783,0.0739393584737467,"HER2+","HSPA9"
4.10741045084102e-06,3.65317264965406,0.711,0.13,0.0751163223249806,"HER2+","ATP5MC1"
4.15613716597413e-06,2.43434654634371,0.974,0.696,0.0760074364913349,"HER2+","CCDC125"
4.19987749489784e-06,3.29717867550594,0.763,0.261,0.0768073596266917,"HER2+","FCHO2"
4.30117478099649e-06,3.24387632189496,0.921,0.522,0.0786598843948639,"HER2+","ATG10"
4.30532624422695e-06,3.7098469489807,0.842,0.522,0.0787358063544225,"HER2+","HM13"
4.32193056983908e-06,5.49968235713222,0.737,0.217,0.0790394662612172,"HER2+","SERHL2"
4.34278182930035e-06,2.90043924744047,0.974,0.739,0.0794207940942449,"HER2+","RPL26"
4.4046030324204e-06,3.6983096885331,0.737,0.174,0.0805513802569044,"HER2+","METRN"
4.57895281491809e-06,1.73826159031637,0.947,0.522,0.083739889079222,"HER2+","NOP53"
4.57895281491809e-06,3.6142621582601,0.921,0.565,0.083739889079222,"HER2+","STARD10"
4.62311964906391e-06,4.54824199975887,0.816,0.304,0.0845476121420808,"HER2+","IARS1"
4.62916374940902e-06,3.0530790089016,0.842,0.348,0.0846581466491922,"HER2+","DMKN"
4.64665707281595e-06,6.52638408470589,0.868,0.522,0.0849780645476581,"HER2+","CLDN4"
4.93039882435195e-06,3.34574173176377,0.842,0.391,0.0901671336997484,"HER2+","OR7E122P"
4.96340278990404e-06,2.85440056109708,0.921,0.522,0.0907707102217652,"HER2+","IFT20"
4.97161718312464e-06,3.2291697415849,0.895,0.435,0.0909209350449834,"HER2+","TPD52L1"
5.01989403356754e-06,4.71843151671849,0.737,0.217,0.0918038220858832,"HER2+","CPNE3"
5.01989403356754e-06,1.48677435840707,0.737,0.217,0.0918038220858832,"HER2+","ERVMER34-1"
5.36189275496479e-06,3.98060000450951,0.816,0.609,0.098058294702796,"HER2+","RNF114"
5.50464142030301e-06,4.72070104150501,0.895,0.696,0.100668882294502,"HER2+","LDHA"
5.72265189371885e-06,3.58300095115657,0.868,0.609,0.10465585783233,"HER2+","EIF2S3"
5.72286999313056e-06,5.29045203516504,0.947,0.739,0.104659846434372,"HER2+","KRT8"
5.73602479428888e-06,3.44798875067973,0.842,0.522,0.104900421437955,"HER2+","PATJ"
5.75280457357054e-06,5.20323583805028,0.868,0.565,0.105207290041458,"HER2+","STMN1"
5.75280457357054e-06,2.76008152727523,0.868,0.565,0.105207290041458,"HER2+","EIF3K"
5.80320878522658e-06,2.11846400946944,0.947,0.826,0.106129082264224,"HER2+","RPL7L1"
5.82798576078789e-06,3.42852798496746,0.974,0.826,0.106582203593289,"HER2+","RPS14"
5.96628453811926e-06,7.04883958408793,0.842,0.565,0.109111411633125,"HER2+","CD24"
5.98293941916283e-06,2.40179045794722,0.816,0.348,0.10941599609765,"HER2+","MRTO4"
6.01144181912323e-06,5.38770734168006,0.789,0.261,0.109937247988126,"HER2+","FXYD3"
6.07856520555289e-06,2.4355010446407,0.947,0.696,0.111164800479151,"HER2+","TMEM14B"
6.18346916454808e-06,4.06827054136756,0.789,0.348,0.113083284081255,"HER2+","TBCA"
6.44160621653947e-06,4.11007432026067,0.605,0,0.117804094488074,"HER2+","MPZL1"
6.53055581534887e-06,3.06941952149054,0.895,0.609,0.1194308047511,"HER2+","LONP2"
6.58024283910976e-06,3.05742396808281,0.789,0.304,0.120339481041639,"HER2+","AIFM1"
6.63556508822331e-06,4.07041969614101,0.816,0.609,0.121351214333428,"HER2+","MCCC2"
7.14158265210874e-06,3.54440231264713,0.816,0.304,0.130605263541765,"HER2+","TSN"
7.29565680044651e-06,2.83560021214091,0.895,0.696,0.133422971566566,"HER2+","PAICS"
7.30084053218211e-06,5.00774706864814,0.684,0.087,0.133517771652546,"HER2+","DUSP4"
7.32617913236385e-06,2.31910246025843,0.947,0.478,0.13398116397267,"HER2+","SCAMP4"
7.47395192215395e-06,3.58661787651386,0.789,0.261,0.136683632752351,"HER2+","CIAO2A"
7.50204812092181e-06,2.61807657818451,0.947,0.696,0.137197456035418,"HER2+","RBM23"
7.50204812092181e-06,4.09578722435569,0.947,0.696,0.137197456035418,"HER2+","RPS23"
7.67187861444675e-06,2.84728860811445,0.921,0.696,0.140303316101002,"HER2+","RPL36A"
7.68132496184415e-06,3.39697402605148,0.895,0.652,0.140476070902206,"HER2+","BUD23"
7.82145331288828e-06,3.26626091295462,0.737,0.217,0.143038738186101,"HER2+","MLST8"
7.87684325889161e-06,1.27831454063483,0.684,0.087,0.14405170951861,"HER2+","DHX35"
7.96875127838553e-06,2.45506220019825,0.816,0.348,0.145732523379115,"HER2+","NCALD"
8.00830672840729e-06,3.25342393698697,0.974,0.87,0.146455913449113,"HER2+","RPS19"
8.10529760464558e-06,2.34426373849463,0.868,0.435,0.148229682593758,"HER2+","TRAF3IP2"
8.10529760464558e-06,3.60485482228436,0.816,0.522,0.148229682593758,"HER2+","NANS"
8.22553531599892e-06,2.72557919936537,0.921,0.696,0.150428589858988,"HER2+","CNPY2"
8.52524993149265e-06,3.24191969424627,0.974,0.783,0.155909770747137,"HER2+","RPL13"
8.54204629295798e-06,3.92053872933478,0.658,0.087,0.156216942605616,"HER2+","PRLR"
8.62254459145501e-06,3.54577206985498,0.921,0.739,0.157689095488529,"HER2+","RPL23A"
8.64205211704087e-06,2.89291347106241,0.895,0.609,0.158045849116443,"HER2+","NDUFS8"
8.86479532365523e-06,2.21896548801216,0.789,0.391,0.162119376879007,"HER2+","BOLA3"
9.00550165098245e-06,2.49379806046245,0.895,0.391,0.164692614193167,"HER2+","ZNG1B"
9.04309109649054e-06,3.32282808377013,0.711,0.174,0.165380049972619,"HER2+","MRPL46"
9.24111210979267e-06,4.12304802827362,0.895,0.783,0.169001458263888,"HER2+","RPS8"
9.26403819732859e-06,2.77181558939431,0.921,0.565,0.169420730552745,"HER2+","CCT2"
9.51480458362196e-06,3.83309631811825,0.789,0.391,0.174006746225278,"HER2+","MRPS21"
9.57383564379046e-06,2.62215589044103,0.684,0.043,0.17508630625364,"HER2+","MRPL33"
9.6363453861368e-06,2.84245433299878,0.895,0.696,0.17622948442167,"HER2+","UQCRB"
9.78937357977005e-06,4.42327829720276,0.921,0.87,0.179028064026835,"HER2+","APLP2"
9.79742779424239e-06,3.81554299524203,0.868,0.696,0.179175359501105,"HER2+","ENAH"
1.01031367270801e-05,3.08655302065603,0.868,0.522,0.18476616446484,"HER2+","ENY2"
1.01340514923068e-05,3.00505273897854,0.711,0.13,0.185331533691307,"HER2+","DDX21"
1.02101977158641e-05,2.39429351339394,0.842,0.304,0.186724095827723,"HER2+","CNOT7"
1.04731273834447e-05,1.90670299573239,0.711,0.174,0.191532553588436,"HER2+","THOP1"
1.04797792888777e-05,3.36401929151395,0.895,0.739,0.191654203634996,"HER2+","RPS7"
1.05758423407422e-05,2.99763463060632,0.816,0.348,0.193411004727493,"HER2+","RAB3D"
1.05893775979184e-05,3.27658393618159,0.816,0.478,0.193658537510732,"HER2+","CCDC186"
1.08862522396581e-05,4.01662368055515,0.737,0.261,0.199087780958868,"HER2+","MYO1B"
1.08862522396581e-05,2.2458132793949,0.737,0.261,0.199087780958868,"HER2+","AHI1"
1.12252799534407e-05,2.80458944109149,0.947,0.652,0.205287919788524,"HER2+","RPL9"
1.12485010094658e-05,2.4978092127995,0.763,0.348,0.205712586461111,"HER2+","SHROOM1"
1.1509928337463e-05,2.45849822955299,0.868,0.609,0.210493569435524,"HER2+","DNAJA3"
1.1509928337463e-05,3.63949173220885,0.868,0.609,0.210493569435524,"HER2+","TTC3"
1.15629261781813e-05,3.93343695832099,0.658,0.087,0.21146279394658,"HER2+","MRPL27"
1.16028134168455e-05,2.29762680744157,0.868,0.522,0.21219225176727,"HER2+","POLB"
1.20704600837663e-05,3.06936841642838,0.763,0.348,0.220744574011918,"HER2+","RRP1"
1.20836503759822e-05,2.73074110474471,0.737,0.217,0.220985798075963,"HER2+","UGDH"
1.20836503759822e-05,3.3207132138076,0.737,0.217,0.220985798075963,"HER2+","SORD"
1.21681298546373e-05,2.49231867251968,0.868,0.391,0.222530758781607,"HER2+","NFIC"
1.21681298546373e-05,2.6848872499918,0.868,0.391,0.222530758781607,"HER2+","FLAD1"
1.23296183443246e-05,3.21225508237883,0.579,0,0.225484060281009,"HER2+","SRPRB"
1.23296183443246e-05,2.67478311331011,0.579,0,0.225484060281009,"HER2+","AK4"
1.24642211178038e-05,3.2991828481085,0.658,0.087,0.227945675802396,"HER2+","ILVBL"
1.25932876512873e-05,2.70928221353145,0.789,0.348,0.230306044566743,"HER2+","MRPL4"
1.30295647885915e-05,3.963305261092,0.711,0.174,0.238284680853761,"HER2+","SND1"
1.30394063103716e-05,3.60086644707853,0.842,0.435,0.238464662604077,"HER2+","NVL"
1.30394063103716e-05,3.02399685203579,0.816,0.478,0.238464662604077,"HER2+","MAP4"
1.31494008319147e-05,2.81796564676396,0.947,0.739,0.240476242414055,"HER2+","CLN3"
1.32467879273189e-05,3.73968048086601,0.947,0.783,0.242257257614808,"HER2+","RPS18"
1.34116859681017e-05,4.29157892923438,0.789,0.304,0.245272912984644,"HER2+","NR4A1"
1.34116859681017e-05,3.47446996853812,0.789,0.304,0.245272912984644,"HER2+","CXADR"
1.39415837254777e-05,3.14986327142427,0.921,0.739,0.254963683171537,"HER2+","CYCS"
1.42173364957979e-05,3.81943438527134,0.842,0.391,0.260006649835153,"HER2+","MCM4"
1.42241617162727e-05,4.56112457312268,0.868,0.565,0.260131469467196,"HER2+","HINT1"
1.43835793290342e-05,3.82914543237353,0.789,0.304,0.263046898769377,"HER2+","CCT4"
1.4479383592644e-05,5.76825918520348,0.763,0.391,0.264798967142273,"HER2+","HSPD1"
1.45506372545119e-05,3.89500887420819,0.684,0.13,0.266102054110514,"HER2+","TIMM13"
1.48943635087268e-05,2.80014914562622,0.763,0.348,0.272388119847596,"HER2+","AUTS2"
1.49194498086876e-05,2.49027556696598,0.921,0.739,0.272846898101279,"HER2+","COX7B"
1.49637504817397e-05,2.89861955794987,0.842,0.435,0.273657068810056,"HER2+","SUN1"
1.5170113076437e-05,3.10078362724767,0.974,0.739,0.27743102794188,"HER2+","RPS15"
1.55775183055295e-05,2.10230723437117,0.974,0.696,0.284881654771524,"HER2+","SYAP1"
1.55879142399208e-05,2.11468799879345,0.658,0.087,0.285071775619672,"HER2+","RRM2B"
1.6296920850426e-05,2.84328508234872,0.921,0.478,0.298038088512591,"HER2+","RBMX"
1.6296920850426e-05,3.46157607914098,0.868,0.565,0.298038088512591,"HER2+","ZCCHC8"
1.63087260052744e-05,2.54916857807969,0.842,0.522,0.298253981184458,"HER2+","HARS1"
1.66399238885427e-05,2.45712020333182,0.921,0.652,0.304310928073669,"HER2+","MRPS33"
1.68803480414851e-05,3.07255091543795,0.816,0.435,0.30870780498268,"HER2+","MED29"
1.71570577377768e-05,2.0528312805462,0.842,0.435,0.313768271908462,"HER2+","PIGP"
1.71570577377768e-05,3.30402389918572,0.816,0.478,0.313768271908462,"HER2+","NIT2"
1.73475496422408e-05,2.39169014652121,0.868,0.435,0.317251987857299,"HER2+","MRPS16"
1.74835592720917e-05,2.3244949228022,0.868,0.522,0.319739331968013,"HER2+","PABPC4"
1.74835592720917e-05,2.38883431051936,0.868,0.522,0.319739331968013,"HER2+","HOOK2"
1.76086743570091e-05,2.54520490605433,1,0.957,0.322027436640983,"HER2+","RACK1"
1.77558097931922e-05,2.74442323702272,0.763,0.261,0.3247182494979,"HER2+","TSR1"
1.78083359848681e-05,3.25361947911211,0.789,0.391,0.325678848491268,"HER2+","RBM47"
1.78601921185083e-05,1.78504318742479,0.658,0.13,0.32662719346328,"HER2+","ABCB8"
1.78849443616901e-05,2.55492912602819,0.737,0.261,0.327079862486589,"HER2+","PTPRG"
1.79193027791801e-05,3.19778308137893,0.842,0.652,0.327708209225646,"HER2+","GOT2"
1.80652105062447e-05,3.39120813905376,0.632,0.087,0.330376569738203,"HER2+","SHTN1"
1.80975129590059e-05,2.117198721746,0.921,0.609,0.3309673169943,"HER2+","CCZ1B"
1.83654443375766e-05,2.2473492630905,0.842,0.435,0.335867246045601,"HER2+","DYNC2LI1"
1.87070812290011e-05,0.957257583595682,0.605,0.043,0.342115101515972,"HER2+","SPDYE9"
1.87070812290011e-05,0.980068656778069,0.605,0.043,0.342115101515972,"HER2+","SPDYE11"
1.89384125995143e-05,3.73268595338892,0.816,0.391,0.346345689619918,"HER2+","FRMD4A"
1.9002281179138e-05,5.38984391527064,0.711,0.217,0.347513718204075,"HER2+","EFHD1"
1.90341523382646e-05,3.14137800429247,0.868,0.739,0.348096577962183,"HER2+","RPS28"
1.90715812303931e-05,2.6254579179449,0.789,0.391,0.348781077541428,"HER2+","WDR74"
1.92953145821215e-05,2.87115478008304,0.974,0.783,0.352872713077838,"HER2+","NACA"
1.93464834438408e-05,2.81934223164014,0.816,0.435,0.353808489220961,"HER2+","DCAF16"
1.93472139179989e-05,2.15709218214736,0.842,0.565,0.353821848132364,"HER2+","RSRC1"
1.9618621988077e-05,2.15719405644076,0.921,0.565,0.358785358917952,"HER2+","ANAPC15"
1.9959031977481e-05,2.34317952825568,0.921,0.696,0.365010776804173,"HER2+","CMSS1"
1.99818548920743e-05,4.0524811178234,0.816,0.565,0.365428162266255,"HER2+","IPO9"
2.00126733634228e-05,3.12378797500988,0.895,0.652,0.365991770470277,"HER2+","PPIP5K2"
2.02733586405907e-05,3.61667785220267,0.789,0.435,0.370759182819123,"HER2+","TMEM209"
2.04443277990063e-05,2.33390097839643,0.789,0.348,0.373885866788228,"HER2+","MRPS17"
2.05675172262846e-05,3.2983103015322,0.737,0.261,0.376138755034293,"HER2+","SAMM50"
2.05675172262846e-05,3.29601728440021,0.737,0.261,0.376138755034293,"HER2+","KIF21A"
2.09765644896396e-05,2.74199361115748,0.921,0.565,0.383619411386529,"HER2+","ERGIC2"
2.10297306330089e-05,3.08404502893538,0.816,0.478,0.384591713816467,"HER2+","LRRC58"
2.11940143253703e-05,4.20311990801156,0.868,0.609,0.387596133982372,"HER2+","NDUFC2"
2.14901291966818e-05,1.91036625606583,1,0.87,0.393011482748917,"HER2+","YIPF6"
2.16976058829719e-05,2.24208905371901,0.842,0.348,0.39680581638779,"HER2+","PARVA"
2.16976058829719e-05,2.59267512714331,0.789,0.435,0.39680581638779,"HER2+","FAM234B"
2.17542983727867e-05,2.98629447633131,0.895,0.696,0.397842608641523,"HER2+","RPL17"
2.17746291163861e-05,3.04189010003666,0.921,0.783,0.398214417280469,"HER2+","PIGT"
2.18787120131981e-05,3.58632773765914,0.711,0.217,0.400117885297367,"HER2+","MTIF2"
2.1889979670777e-05,2.75099681023628,0.789,0.348,0.40032394821917,"HER2+","IBTK"
2.19778910419221e-05,2.28308880863151,0.842,0.478,0.401931671374671,"HER2+","OSBPL1A"
2.20484336023105e-05,1.81504216560942,0.763,0.217,0.403221753719055,"HER2+","RFK"
2.24961085338276e-05,3.20528334706496,0.842,0.435,0.41140883286664,"HER2+","RPS17"
2.24961085338276e-05,2.88444931435739,0.816,0.478,0.41140883286664,"HER2+","MRPS23"
2.25533845552958e-05,3.46817557067167,0.632,0.087,0.41245629674725,"HER2+","GATM"
2.28547018765562e-05,2.42672363120414,0.868,0.478,0.41796678791846,"HER2+","SOX13"
2.28547018765562e-05,1.87767591729367,0.842,0.522,0.41796678791846,"HER2+","TMEM50B"
2.31558928945999e-05,2.15763910486617,0.553,0,0.423474969256443,"HER2+","DTNB"
2.32167773930838e-05,3.7606944495069,0.816,0.391,0.424588424964717,"HER2+","LY6E"
2.34294014705078e-05,3.46430257617612,0.763,0.261,0.428476894092646,"HER2+","COMMD10"
2.34294014705078e-05,1.88497177066215,0.763,0.261,0.428476894092646,"HER2+","POP5"
2.34585984516852e-05,3.79653692856697,0.605,0.043,0.429010848484419,"HER2+","IMPDH2"
2.3571066035383e-05,2.83172952953608,0.895,0.739,0.431067655655085,"HER2+","SCARB2"
2.41332501557469e-05,3.52851053796175,0.763,0.348,0.441348878848299,"HER2+","SIVA1"
2.41990035854738e-05,2.89563982544851,0.816,0.348,0.442551377571145,"HER2+","SCYL3"
2.42494282919183e-05,3.71555836534262,0.737,0.304,0.443473544602603,"HER2+","POLR2L"
2.51292352952246e-05,2.76702995208173,0.842,0.478,0.459563455079068,"HER2+","PKIB"
